"...1","SegmentR","PEPR","AgeR","TimeRelationR","IncomeSourceR","ActivityR","NationalityR","CommonAddR","ProductTR","SubproductR","OperationTR","MonetaryInstR","DivisaR","ChannelR","OperabilitySR","OGoverR","SARR","VMR","VOR","SumSeR","SumReR","RSR","AAR","SendingNumR","ReceivingNumR","StateOpeR","StateResR","MunOpeR","MunResR","CountryR","row_median","tag"
4364,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4365,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4366,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4367,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4368,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4369,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4370,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4371,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4372,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4373,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4374,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4375,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4376,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4377,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4378,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4379,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4380,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4381,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4382,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4383,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4384,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4385,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4386,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4387,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4388,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4389,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4390,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4391,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4392,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4393,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4394,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4395,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4396,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4397,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4398,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4399,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4400,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4401,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4402,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4403,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4404,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4405,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4406,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4407,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4408,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4409,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4410,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4411,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4412,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4413,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4414,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4415,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4416,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4417,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4418,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4419,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4420,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4421,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4422,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4423,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4424,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4425,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4426,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4427,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4428,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4429,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4430,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4431,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4432,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4433,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4434,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4435,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4436,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4437,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4438,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4439,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4440,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4441,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4442,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4443,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4444,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4445,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4446,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4447,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4448,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4449,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4450,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4451,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4452,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4453,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4454,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4455,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4456,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4457,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4458,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4459,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4460,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4461,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4462,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4463,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4464,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4465,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4466,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4467,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4468,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4469,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4470,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4471,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4472,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4473,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4474,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4475,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4476,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4477,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4478,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4479,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4480,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4481,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4482,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4483,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4484,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4485,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4486,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4487,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4488,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4489,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4490,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4491,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4492,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4493,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4494,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4495,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4496,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4497,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4498,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4499,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4500,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4501,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4502,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4503,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4504,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4505,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4506,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4507,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4508,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4509,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4510,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,50,"High"
4511,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4512,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4513,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4514,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4515,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4516,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4517,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4518,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,60,85,75,10,60,"Mid"
4519,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4520,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4521,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4522,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,40,85,75,10,55,"Mid"
4523,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4524,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4525,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4526,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4527,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4528,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4529,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4530,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,55,"Mid"
4531,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4532,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4533,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4534,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4535,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,55,"Mid"
4536,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4537,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4538,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4539,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,40,85,75,10,60,"Mid"
4540,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,50,40,85,75,10,60,"Mid"
4541,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4542,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,60,85,75,10,60,"Mid"
4543,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,60,85,75,10,60,"Mid"
4544,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,60,40,70,60,85,75,10,60,"Mid"
4545,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,55,"Mid"
4546,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
4547,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,60,"Mid"
4548,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4549,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,70,40,85,75,10,60,"Mid"
4550,60,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,50,40,85,75,10,60,"Mid"
4551,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,60,85,75,10,60,"Mid"
4552,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,40,60,70,40,85,75,10,60,"Mid"
4553,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,40,85,75,10,60,"Mid"
4554,40,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,40,85,75,10,60,"Mid"
4555,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,50,60,85,75,10,60,"Mid"
4556,40,100,66,100,50,60,100,70,50,50,24,60,60,50,55,70,50,60,60,45,45,45,50,40,40,50,60,85,75,10,55,"Mid"
4557,60,100,66,100,50,60,100,70,50,25,24,60,60,50,55,70,50,60,60,45,45,45,50,60,60,70,60,85,75,10,60,"Mid"
